TBLID,GEOID,GEONAME,PROFTBL,PROFLN,TITLE,EST_19,EST_18,SIG90_19_18,EST_17,SIG90_19_17,EST_16,SIG90_19_16,EST_15,SIG90_19_15
CP02PR,31000US25020,"Guayama, PR Metro Area",1,29,Widowed,3.1%,4.9%,,3.3%,,2.1%,,3.3%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,30,Divorced,13.1%,10.8%,,11.8%,,17.2%,,11.9%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,30.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,31,Females 15 years and over,"30,003","29,956",,"32,049",,"33,515",*,"32,934",*
CP02PR,31000US25020,"Guayama, PR Metro Area",1,32,Never married,36.1%,39.6%,,38.5%,,40.2%,,37.5%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,33,"Now married, except separated",32.1%,34.7%,,34.4%,,31.7%,,34.7%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,34,Separated,2.2%,2.1%,,1.1%,,3.1%,,3.2%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,35,Widowed,13.6%,7.1%,*,12.3%,,10.6%,,11.1%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,36,Divorced,16.0%,16.5%,,13.8%,,14.3%,,13.5%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,36.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,36.5,FERTILITY,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,37,Number of women 15 to 50 years old who had a birth in the past 12 months,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,38,"Unmarried women (widowed, divorced, and never married)",N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,39,"Per 1,000 unmarried women",N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,40,"Per 1,000 women 15 to 50 years old",N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,41,"Per 1,000 women 15 to 19 years old",N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,42,"Per 1,000 women 20 to 34 years old",N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,43,"Per 1,000 women 35 to 50 years old",N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,43.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,43.5,GRANDPARENTS,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,44,Number of grandparents living with own grandchildren under 18 years,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,45,Grandparents responsible for grandchildren,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,45.9,Years responsible for grandchildren,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,46,Less than 1 year,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,47,1 or 2 years,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,48,3 or 4 years,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,49,5 or more years,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,49.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,50,Number of grandparents responsible for own grandchildren under 18 years,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,51,Who are female,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,52,Who are married,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,52.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,52.5,SCHOOL ENROLLMENT,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,53,Population 3 years and over enrolled in school,"16,253","15,526",,"20,805",*,"20,454",*,"20,521",*
CP02PR,31000US25020,"Guayama, PR Metro Area",1,54,"Nursery school, preschool",5.0%,2.0%,,8.2%,,7.7%,,5.1%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,55,Kindergarten,4.3%,5.0%,,6.4%,,3.6%,,2.9%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,56,Elementary school (grades 1-8),40.8%,41.9%,,39.4%,,47.1%,,45.3%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,57,High school (grades 9-12),20.9%,26.0%,,21.6%,,18.8%,,19.9%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,58,College or graduate school,29.0%,25.1%,,24.5%,,22.8%,,26.9%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,58.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,58.5,EDUCATIONAL ATTAINMENT,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,59,Population 25 years and over,"51,546","50,366",,"50,469",,"53,351",,"52,781",
CP02PR,31000US25020,"Guayama, PR Metro Area",1,60,Less than 9th grade,12.5%,13.1%,,15.0%,,16.8%,*,16.1%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,61,"9th to 12th grade, no diploma",9.0%,9.2%,,10.0%,,9.4%,,9.8%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,62,High school graduate (includes equivalency),37.4%,38.7%,,37.3%,,30.3%,*,38.2%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,63,"Some college, no degree",9.8%,16.3%,*,9.4%,,14.6%,*,12.9%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,64,Associate's degree,10.7%,6.1%,*,10.5%,,8.0%,,6.8%,*
CP02PR,31000US25020,"Guayama, PR Metro Area",1,65,Bachelor's degree,14.6%,12.4%,,14.4%,,16.7%,,14.1%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,66,Graduate or professional degree,5.9%,4.2%,,3.6%,,4.1%,,2.0%,*
CP02PR,31000US25020,"Guayama, PR Metro Area",1,66.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,67,High school graduate or higher,78.5%,77.7%,,75.1%,,73.8%,,74.1%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,68,Bachelor's degree or higher,20.6%,16.6%,,18.0%,,20.8%,,16.2%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,68.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,68.5,VETERAN STATUS,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,69,Civilian population 18 years and over,"57,573","56,999",,"58,313",,"61,638",*,"60,591",
CP02PR,31000US25020,"Guayama, PR Metro Area",1,70,Civilian veterans,2.2%,1.1%,,1.0%,*,1.5%,,1.0%,*
CP02PR,31000US25020,"Guayama, PR Metro Area",1,70.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,70.5,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,71,Total Civilian Noninstitutionalized Population,"67,227","67,845",,"71,428",,"76,095",*,"76,068",*
CP02PR,31000US25020,"Guayama, PR Metro Area",1,72,With a disability,22.6%,20.6%,,23.9%,,19.7%,,21.3%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,72.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,73,Under 18 years,"12,184","13,602",,"16,586",*,"17,185",*,"16,776",*
CP02PR,31000US25020,"Guayama, PR Metro Area",1,74,With a disability,14.9%,15.9%,,15.9%,,7.6%,,11.1%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,74.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,75,18 to 64 years,"39,479","40,539",,"41,933",,"45,553",*,"45,787",*
CP02PR,31000US25020,"Guayama, PR Metro Area",1,76,With a disability,15.4%,15.8%,,18.6%,,19.1%,,17.8%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,76.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,77,65 years and over,"15,564","13,704",,"12,909",*,"13,357",*,"13,505",*
CP02PR,31000US25020,"Guayama, PR Metro Area",1,78,With a disability,46.7%,39.5%,,51.6%,,37.0%,*,46.0%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,78.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,78.5,RESIDENCE 1 YEAR AGO,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,79,Population 1 year and over,"69,325","69,760",,"74,739",,"78,435",*,"76,546",*
CP02PR,31000US25020,"Guayama, PR Metro Area",1,80,Same house,94.3%,87.7%,*,92.0%,,87.4%,*,91.5%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,81,Different house in Puerto Rico or the U.S.,5.7%,12.2%,*,8.0%,,12.6%,*,8.5%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,82,In Puerto Rico,3.6%,10.3%,*,6.2%,,11.1%,*,7.7%,*
CP02PR,31000US25020,"Guayama, PR Metro Area",1,83,Same municipio,1.7%,7.9%,*,3.9%,,7.2%,*,5.6%,*
CP02PR,31000US25020,"Guayama, PR Metro Area",1,84,Different municipio,1.9%,2.4%,,2.3%,,3.9%,,2.2%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,85,In the United States,2.1%,1.9%,,1.8%,,1.5%,,0.8%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,86,Elsewhere,0.0%,0.1%,,0.0%,,0.0%,,0.0%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,86.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,86.5,PLACE OF BIRTH,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,87,Total population,"69,845","70,764",,"75,019",,"78,823",*,"77,367",*
CP02PR,31000US25020,"Guayama, PR Metro Area",1,88,Native,99.2%,98.9%,,100.0%,*,99.4%,,99.7%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,89,Born in Puerto Rico or the United States,99.1%,98.8%,,99.7%,*,99.2%,,99.5%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,90,In Puerto Rico,93.9%,92.8%,,93.9%,,93.7%,,93.9%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,91,In the United States,5.1%,6.0%,,5.8%,,5.5%,,5.6%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,92,"Born in U.S. Island Areas, or born abroad of American parents",0.1%,0.1%,,0.3%,,0.3%,,0.2%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,93,Foreign born,0.8%,1.1%,,0.0%,*,0.6%,,0.3%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,93.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,93.5,U.S. CITIZENSHIP STATUS,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,94,Foreign-born population,554,801,,N,,N,,270,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,95,Naturalized U.S. citizen,44.2%,30.8%,,N,,N,,87.0%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,96,Not a U.S. citizen,55.8%,69.2%,,N,,N,,13.0%,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,96.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,96.5,YEAR OF ENTRY,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,97,Population born outside Puerto Rico,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,97.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,98,Native,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,99,Entered 2010 or later,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,100,Entered before 2010,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,100.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,101,Foreign born,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,102,Entered 2010 or later,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,103,Entered before 2010,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,103.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,103.5,WORLD REGION OF BIRTH OF FOREIGN BORN,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,104,"Foreign-born population, excluding population born at sea",N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,105,Europe,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,106,Asia,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,107,Africa,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,108,Oceania,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,109,Latin America,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,110,Northern America,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,110.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,110.5,LANGUAGE SPOKEN AT HOME,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,111,Population 5 years and over,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,112,English only,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,113,Language other than English,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,114,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,115,Spanish,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,116,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,117,Other Indo-European languages,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,118,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,119,Asian and Pacific Islander languages,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,120,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,121,Other languages,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,122,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,122.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,122.5,ANCESTRY,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,123,Total population,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,124,American,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,125,Arab,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,126,Czech,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,127,Danish,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,128,Dutch,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,129,English,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,130,French (except Basque),N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,131,French Canadian,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,132,German,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,133,Greek,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,134,Hungarian,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,135,Irish,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,136,Italian,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,137,Lithuanian,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,138,Norwegian,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,139,Polish,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,140,Portuguese,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,141,Russian,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,142,Scotch-Irish,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,143,Scottish,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,144,Slovak,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,145,Subsaharan African,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,146,Swedish,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,147,Swiss,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,148,Ukrainian,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,149,Welsh,N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,150,West Indian (excluding Hispanic origin groups),N,N,,N,,N,,N,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,150.3,,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,150.5,COMPUTERS AND INTERNET USE,,,,,,,,,
CP02PR,31000US25020,"Guayama, PR Metro Area",1,151,Total households,"24,247","25,441",,"25,610",,"26,740",,(X),
CP02PR,31000US25020,"Guayama, PR Metro Area",1,152,With a computer,66.5%,56.4%,*,63.1%,,58.5%,*,(X),
CP02PR,31000US25020,"Guayama, PR Metro Area",1,153,With a broadband Internet subscription,67.4%,63.9%,,64.9%,,62.5%,,(X),
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,0,COMPARATIVE SOCIAL CHARACTERISTICS IN PUERTO RICO,,,,,,,,,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,0.5,COMPARATIVE SOCIAL CHARACTERISTICS IN PUERTO RICO,,,,,,,,,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,0.8,HOUSEHOLDS BY TYPE,,,,,,,,,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,1,Total households,"37,341","37,540",,"35,806",,"35,033",,"36,870",
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,2,Married-couple family,32.1%,29.4%,,32.3%,,31.8%,,33.2%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,3,With own children of the householder under 18 years,7.5%,7.5%,,7.5%,,6.0%,,7.3%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,4,Cohabiting couple household,6.0%,6.6%,,4.4%,,4.8%,,4.4%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,5,With own children of the householder under 18 years,2.0%,3.8%,,1.9%,,1.6%,,1.9%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,6,"Male householder, no spouse/partner present",22.1%,21.7%,,20.2%,,16.6%,*,14.9%,*
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,7,With own children of the householder under 18 years,0.9%,0.5%,,0.5%,,0.2%,,0.6%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,8,Householder living alone,14.7%,15.7%,,14.7%,,9.8%,*,10.4%,*
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,9,65 years and over,6.8%,6.5%,,5.5%,,4.1%,*,2.8%,*
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,10,"Female householder, no spouse/partner present",39.8%,42.3%,,43.0%,,46.9%,*,47.5%,*
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,11,With own children of the householder under 18 years,8.3%,8.4%,,9.4%,,11.1%,,13.4%,*
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,12,Householder living alone,19.4%,22.7%,,19.2%,,20.2%,,22.1%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,13,65 years and over,12.7%,14.4%,,12.1%,,11.5%,,12.7%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,13.3,,,,,,,,,,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,14,Households with one or more people under 18 years,23.1%,24.2%,,25.6%,,23.5%,,27.8%,*
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,15,Households with one or more people 65 years and over,43.9%,45.0%,,44.6%,,44.7%,,38.4%,*
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,15.3,,,,,,,,,,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,16,Average household size,2.50,2.30,*,2.61,,2.65,,2.63,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,17,Average family size,3.24,3.06,,3.38,,3.40,,3.34,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,17.3,,,,,,,,,,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,17.5,RELATIONSHIP,,,,,,,,,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,18,Population in households,"93,432","86,395",*,"93,399",,"92,768",,"97,046",
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,19,Householder,40.0%,43.5%,*,38.3%,,37.8%,,38.0%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,20,Spouse,12.8%,12.9%,,12.5%,,12.0%,,12.6%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,21,Unmarried partner,2.5%,2.8%,,1.9%,,1.9%,,1.7%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,22,Child,31.1%,27.1%,*,34.8%,,32.8%,,33.5%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,23,Other relatives,10.0%,9.0%,,9.6%,,12.0%,,10.6%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,24,Other nonrelatives,3.8%,4.7%,,3.0%,,3.6%,,3.6%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,24.3,,,,,,,,,,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,24.5,MARITAL STATUS,,,,,,,,,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,25,Males 15 years and over,"39,158","35,482",*,"36,988",*,"37,491",,"38,908",
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,26,Never married,46.4%,41.3%,*,46.2%,,44.6%,,46.0%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,27,"Now married, except separated",34.7%,37.5%,,36.6%,,35.7%,,36.0%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,28,Separated,2.3%,3.3%,,1.7%,,4.2%,,3.3%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,29,Widowed,3.7%,3.6%,,5.8%,,3.1%,,3.3%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,30,Divorced,12.9%,14.4%,,9.7%,,12.4%,,11.4%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,30.3,,,,,,,,,,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,31,Females 15 years and over,"42,918","40,539",*,"43,125",,"43,180",,"44,990",*
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,32,Never married,36.2%,35.7%,,37.5%,,34.2%,,38.4%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,33,"Now married, except separated",30.2%,28.9%,,30.1%,,26.1%,,28.7%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,34,Separated,3.3%,3.5%,,3.3%,,3.5%,,2.4%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,35,Widowed,15.1%,15.2%,,11.1%,*,16.2%,,12.8%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,36,Divorced,15.2%,16.8%,,18.0%,,20.0%,*,17.6%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,36.3,,,,,,,,,,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,36.5,FERTILITY,,,,,,,,,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,37,Number of women 15 to 50 years old who had a birth in the past 12 months,N,N,,N,,N,,N,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,38,"Unmarried women (widowed, divorced, and never married)",N,N,,N,,N,,N,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,39,"Per 1,000 unmarried women",N,N,,N,,N,,N,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,40,"Per 1,000 women 15 to 50 years old",N,N,,N,,N,,N,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,41,"Per 1,000 women 15 to 19 years old",N,N,,N,,N,,N,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,42,"Per 1,000 women 20 to 34 years old",N,N,,N,,N,,N,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,43,"Per 1,000 women 35 to 50 years old",N,N,,N,,N,,N,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,43.3,,,,,,,,,,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,43.5,GRANDPARENTS,,,,,,,,,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,44,Number of grandparents living with own grandchildren under 18 years,N,N,,N,,"2,386",,N,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,45,Grandparents responsible for grandchildren,N,N,,N,,23.8%,,N,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,45.9,Years responsible for grandchildren,,,,,,,,,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,46,Less than 1 year,N,N,,N,,7.0%,,N,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,47,1 or 2 years,N,N,,N,,5.1%,,N,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,48,3 or 4 years,N,N,,N,,2.4%,,N,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,49,5 or more years,N,N,,N,,9.3%,,N,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,49.3,,,,,,,,,,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,50,Number of grandparents responsible for own grandchildren under 18 years,N,N,,N,,569,,N,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,51,Who are female,N,N,,N,,78.6%,,N,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,52,Who are married,N,N,,N,,47.6%,,N,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,52.3,,,,,,,,,,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,52.5,SCHOOL ENROLLMENT,,,,,,,,,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,53,Population 3 years and over enrolled in school,"25,972","25,251",,"28,207",,"26,781",,"26,546",
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,54,"Nursery school, preschool",3.3%,2.2%,,4.3%,,5.8%,,5.2%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,55,Kindergarten,2.7%,3.6%,,2.5%,,2.7%,,3.6%,
CP02PR,31000US32420,"Mayagüez, PR Metro Area",1,56,Elementary school (grades 1-8),28.1%,28.1%,,31.2%,,27.6%,,31.9%,
