TBLID,GEOID,GEONAME,PROFTBL,PROFLN,TITLE,EST_19,EST_18,SIG90_19_18,EST_17,SIG90_19_17,EST_16,SIG90_19_16,EST_15,SIG90_19_15
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,64,Associate's degree,8.5%,6.2%,,5.4%,*,5.2%,*,5.8%,*
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,65,Bachelor's degree,18.4%,17.7%,,20.4%,,15.4%,,16.6%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,66,Graduate or professional degree,9.8%,9.3%,,8.3%,,8.3%,,7.6%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,66.3,,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,67,High school graduate or higher,76.0%,70.9%,*,69.4%,*,70.0%,*,75.0%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,68,Bachelor's degree or higher,28.2%,27.0%,,28.8%,,23.7%,,24.3%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,68.3,,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,68.5,VETERAN STATUS,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,69,Civilian population 18 years and over,"59,649","59,713",,"62,218",*,"63,673",*,"64,603",*
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,70,Civilian veterans,2.1%,3.3%,,1.3%,,2.9%,,3.5%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,70.3,,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,70.5,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,71,Total Civilian Noninstitutionalized Population,"71,018","71,395",,"75,081",*,"77,353",*,"78,894",*
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,72,With a disability,22.1%,25.5%,,24.9%,,28.6%,*,27.8%,*
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,72.3,,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,73,Under 18 years,"11,881","12,186",*,"13,307",*,"14,075",*,"14,776",*
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,74,With a disability,14.7%,14.5%,,12.6%,,18.4%,,21.1%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,74.3,,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,75,18 to 64 years,"41,471","41,957",,"44,401",*,"45,990",*,"47,300",*
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,76,With a disability,11.6%,16.9%,*,17.5%,*,20.5%,*,18.8%,*
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,76.3,,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,77,65 years and over,"17,666","17,252",*,"17,373",,"17,288",*,"16,818",*
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,78,With a disability,51.9%,54.2%,,53.2%,,58.4%,,58.9%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,78.3,,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,78.5,RESIDENCE 1 YEAR AGO,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,79,Population 1 year and over,"71,323","71,370",,"75,202",*,"77,264",*,"78,887",*
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,80,Same house,91.1%,86.4%,*,91.6%,,87.6%,,89.6%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,81,Different house in Puerto Rico or the U.S.,8.5%,13.2%,*,8.2%,,12.3%,,10.1%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,82,In Puerto Rico,8.1%,12.5%,*,7.2%,,11.2%,,9.5%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,83,Same municipio,4.1%,4.2%,,5.4%,,6.9%,,6.2%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,84,Different municipio,3.9%,8.3%,*,1.9%,*,4.3%,,3.3%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,85,In the United States,0.4%,0.8%,,0.9%,,1.1%,,0.6%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,86,Elsewhere,0.4%,0.4%,,0.2%,,0.2%,,0.3%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,86.3,,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,86.5,PLACE OF BIRTH,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,87,Total population,"71,530","71,986",c,"75,525",c,"77,748",c,"79,510",c
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,88,Native,98.0%,98.3%,,95.6%,,98.2%,,97.9%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,89,Born in Puerto Rico or the United States,97.7%,97.8%,,95.6%,,98.0%,,97.7%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,90,In Puerto Rico,91.3%,94.2%,*,92.3%,,92.7%,,92.6%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,91,In the United States,6.4%,3.6%,*,3.3%,*,5.3%,,5.1%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,92,"Born in U.S. Island Areas, or born abroad of American parents",0.3%,0.5%,,0.0%,,0.2%,,0.3%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,93,Foreign born,2.0%,1.7%,,4.4%,,1.8%,,2.1%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,93.3,,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,93.5,U.S. CITIZENSHIP STATUS,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,94,Foreign-born population,"1,452","1,254",,"3,317",,"1,413",,"1,635",
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,95,Naturalized U.S. citizen,52.2%,46.6%,,22.3%,*,69.3%,,25.7%,*
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,96,Not a U.S. citizen,47.8%,53.4%,,77.7%,*,30.7%,,74.3%,*
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,96.3,,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,96.5,YEAR OF ENTRY,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,97,Population born outside Puerto Rico,"6,222","4,164",,N,,N,,"5,921",
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,97.3,,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,98,Native,"4,770","2,910",*,N,,N,,"4,286",
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,99,Entered 2010 or later,22.5%,7.5%,*,N,,N,,15.7%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,100,Entered before 2010,77.5%,92.5%,*,N,,N,,84.3%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,100.3,,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,101,Foreign born,"1,452","1,254",,N,,N,,"1,635",
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,102,Entered 2010 or later,23.1%,34.3%,,N,,N,,37.8%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,103,Entered before 2010,76.9%,65.7%,,N,,N,,62.2%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,103.3,,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,103.5,WORLD REGION OF BIRTH OF FOREIGN BORN,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,104,"Foreign-born population, excluding population born at sea",N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,105,Europe,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,106,Asia,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,107,Africa,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,108,Oceania,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,109,Latin America,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,110,Northern America,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,110.3,,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,110.5,LANGUAGE SPOKEN AT HOME,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,111,Population 5 years and over,N,"69,431",,"72,551",,"74,471",,"76,041",
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,112,English only,N,5.4%,,6.8%,,7.9%,,10.5%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,113,Language other than English,N,94.6%,,93.2%,,92.1%,,89.5%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,114,"Speak English less than ""very well""",N,74.6%,,77.8%,,74.6%,,75.5%,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,115,Spanish,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,116,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,117,Other Indo-European languages,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,118,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,119,Asian and Pacific Islander languages,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,120,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,121,Other languages,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,122,"Speak English less than ""very well""",N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,122.3,,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,122.5,ANCESTRY,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,123,Total population,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,124,American,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,125,Arab,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,126,Czech,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,127,Danish,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,128,Dutch,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,129,English,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,130,French (except Basque),N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,131,French Canadian,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,132,German,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,133,Greek,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,134,Hungarian,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,135,Irish,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,136,Italian,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,137,Lithuanian,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,138,Norwegian,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,139,Polish,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,140,Portuguese,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,141,Russian,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,142,Scotch-Irish,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,143,Scottish,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,144,Slovak,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,145,Subsaharan African,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,146,Swedish,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,147,Swiss,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,148,Ukrainian,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,149,Welsh,N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,150,West Indian (excluding Hispanic origin groups),N,N,,N,,N,,N,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,150.3,,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,150.5,COMPUTERS AND INTERNET USE,,,,,,,,,
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,151,Total households,"28,649","30,909",*,"29,574",,"29,138",,(X),
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,152,With a computer,79.0%,80.3%,,69.6%,*,71.0%,*,(X),
CP02PR,05000US72097,"Mayagüez Municipio, Puerto Rico",1,153,With a broadband Internet subscription,71.9%,70.0%,,62.8%,*,65.1%,*,(X),
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,0,COMPARATIVE SOCIAL CHARACTERISTICS IN PUERTO RICO,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,0.5,COMPARATIVE SOCIAL CHARACTERISTICS IN PUERTO RICO,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,0.8,HOUSEHOLDS BY TYPE,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,1,Total households,"52,837","53,450",,"50,225",,"52,447",,"51,733",
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,2,Married-couple family,32.2%,33.0%,,31.0%,,34.1%,,35.8%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,3,With own children of the householder under 18 years,7.6%,9.3%,,7.1%,,8.0%,,9.6%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,4,Cohabiting couple household,7.0%,10.1%,*,9.3%,,7.0%,,7.2%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,5,With own children of the householder under 18 years,3.7%,5.1%,,4.6%,,3.1%,,4.5%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,6,"Male householder, no spouse/partner present",17.9%,17.2%,,17.6%,,17.5%,,16.7%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,7,With own children of the householder under 18 years,0.8%,0.6%,,1.2%,,0.8%,,1.1%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,8,Householder living alone,13.8%,13.3%,,11.2%,,12.6%,,11.8%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,9,65 years and over,6.1%,5.1%,,4.4%,,4.6%,,4.0%,*
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,10,"Female householder, no spouse/partner present",42.9%,39.6%,,42.1%,,41.5%,,40.4%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,11,With own children of the householder under 18 years,11.0%,9.9%,,10.0%,,10.7%,,9.7%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,12,Householder living alone,19.0%,17.3%,,17.4%,,15.3%,*,16.4%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,13,65 years and over,11.5%,10.2%,,10.6%,,7.9%,*,9.3%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,13.3,,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,14,Households with one or more people under 18 years,26.4%,29.5%,,29.9%,,27.2%,,30.2%,*
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,15,Households with one or more people 65 years and over,40.9%,40.1%,,42.5%,,39.5%,,38.5%,*
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,15.3,,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,16,Average household size,2.43,2.42,,2.71,*,2.69,*,2.81,*
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,17,Average family size,3.09,3.03,,3.33,,3.33,*,3.47,*
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,17.3,,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,17.5,RELATIONSHIP,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,18,Population in households,"128,261","129,614",*,"135,981",*,"141,275",*,"145,180",*
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,19,Householder,41.2%,41.2%,,36.9%,*,37.1%,*,35.6%,*
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,20,Spouse,13.2%,14.0%,,11.4%,,12.8%,,12.6%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,21,Unmarried partner,3.0%,3.7%,,3.5%,,2.5%,,2.7%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,22,Child,33.8%,31.0%,,34.0%,,35.2%,,36.9%,*
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,23,Other relatives,8.4%,9.3%,,12.7%,*,10.8%,*,10.9%,*
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,24,Other nonrelatives,0.5%,0.6%,,1.5%,*,1.6%,*,1.3%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,24.3,,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,24.5,MARITAL STATUS,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,25,Males 15 years and over,"53,117","53,349",c,"55,930",c,"57,258",c,"58,170",c
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,26,Never married,48.4%,46.1%,,51.8%,,47.9%,,45.7%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,27,"Now married, except separated",35.6%,37.7%,,30.4%,*,34.6%,,35.7%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,28,Separated,1.9%,2.4%,,2.7%,,3.3%,,3.0%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,29,Widowed,4.8%,3.8%,,3.2%,,3.6%,,2.6%,*
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,30,Divorced,9.2%,10.1%,,12.0%,,10.5%,,13.0%,*
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,30.3,,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,31,Females 15 years and over,"58,867","59,069",c,"61,952",c,"63,493",c,"64,605",c
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,32,Never married,41.4%,37.3%,*,40.1%,,39.3%,,38.2%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,33,"Now married, except separated",30.1%,33.0%,,28.9%,,31.0%,,30.3%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,34,Separated,2.2%,2.7%,,3.8%,*,3.6%,,4.1%,*
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,35,Widowed,11.1%,11.6%,,14.1%,*,12.3%,,12.5%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,36,Divorced,15.2%,15.4%,,13.1%,,13.8%,,14.8%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,36.3,,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,36.5,FERTILITY,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,37,Number of women 15 to 50 years old who had a birth in the past 12 months,"1,094",625,,"1,501",,"1,351",,"1,352",
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,38,"Unmarried women (widowed, divorced, and never married)",91.8%,28.8%,*,84.8%,,52.8%,*,63.8%,*
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,39,"Per 1,000 unmarried women",45,8,*,54,,29,,36,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,40,"Per 1,000 women 15 to 50 years old",38,22,,49,,41,,40,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,41,"Per 1,000 women 15 to 19 years old",0,21,,0,,25,,22,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,42,"Per 1,000 women 20 to 34 years old",71,43,,73,,67,,75,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,43,"Per 1,000 women 35 to 50 years old",18,0,,40,,21,,11,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,43.3,,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,43.5,GRANDPARENTS,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,44,Number of grandparents living with own grandchildren under 18 years,N,N,,"4,349",,"3,689",,"4,377",
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,45,Grandparents responsible for grandchildren,N,N,,31.0%,,41.3%,,35.5%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,45.9,Years responsible for grandchildren,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,46,Less than 1 year,N,N,,10.9%,,3.6%,,6.4%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,47,1 or 2 years,N,N,,3.5%,,7.6%,,3.0%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,48,3 or 4 years,N,N,,0.0%,,2.0%,,8.1%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,49,5 or more years,N,N,,16.6%,,28.2%,,18.0%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,49.3,,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,50,Number of grandparents responsible for own grandchildren under 18 years,N,N,,"1,348",,"1,525",,"1,553",
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,51,Who are female,N,N,,78.9%,,66.8%,,68.2%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,52,Who are married,N,N,,59.9%,,74.4%,,70.4%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,52.3,,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,52.5,SCHOOL ENROLLMENT,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,53,Population 3 years and over enrolled in school,"32,166","32,822",,"34,419",,"35,722",*,"38,951",*
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,54,"Nursery school, preschool",6.0%,6.7%,,5.6%,,5.7%,,6.9%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,55,Kindergarten,5.0%,6.7%,,3.0%,,4.4%,,4.1%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,56,Elementary school (grades 1-8),35.0%,35.3%,,36.9%,,38.6%,,36.2%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,57,High school (grades 9-12),21.6%,18.8%,,23.2%,,20.2%,,24.3%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,58,College or graduate school,32.5%,32.5%,,31.4%,,31.1%,,28.5%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,58.3,,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,58.5,EDUCATIONAL ATTAINMENT,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,59,Population 25 years and over,"94,351","94,331",c,"98,130",c,"99,764",c,"100,874",c
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,60,Less than 9th grade,12.3%,14.0%,,15.4%,*,13.3%,,14.9%,*
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,61,"9th to 12th grade, no diploma",7.9%,8.2%,,8.5%,,8.8%,,6.9%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,62,High school graduate (includes equivalency),31.0%,31.9%,,34.5%,,28.4%,,32.7%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,63,"Some college, no degree",9.8%,7.7%,,9.7%,,11.9%,,11.7%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,64,Associate's degree,8.8%,8.9%,,6.6%,*,9.7%,,9.1%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,65,Bachelor's degree,21.5%,21.2%,,17.8%,*,21.4%,,17.8%,*
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,66,Graduate or professional degree,8.7%,8.2%,,7.5%,,6.5%,*,6.9%,*
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,66.3,,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,67,High school graduate or higher,79.8%,77.8%,,76.1%,*,77.9%,,78.2%,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,68,Bachelor's degree or higher,30.2%,29.3%,,25.3%,*,27.9%,,24.7%,*
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,68.3,,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,68.5,VETERAN STATUS,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,69,Civilian population 18 years and over,"107,360","107,519",,"112,305",*,"114,578",*,"116,491",*
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,70,Civilian veterans,2.2%,2.4%,,2.5%,,5.0%,*,3.9%,*
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,70.3,,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,70.5,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION,,,,,,,,,
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,71,Total Civilian Noninstitutionalized Population,"129,198","130,498",*,"136,943",*,"142,037",*,"146,319",*
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,72,With a disability,22.3%,21.5%,,21.9%,,15.7%,*,16.1%,*
CP02PR,05000US72113,"Ponce Municipio, Puerto Rico",1,72.3,,,,,,,,,,
